CustomerID,Recency,Frequency,Monetary,AOV,Tenure,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,ChurnProbability,Predicted6MonthSpend,HistoricalCLV,PredictiveCLV
10028,160,3,1108.19,369.3966666666667,254,2,2,3,223,Need Attention,0.9784532010400302,0.40870336071717256,1108.19,1109.0074067214343
10029,56,4,694.52,173.63,301,2,2,2,222,Need Attention,0.1523592571740018,398.0184225106004,694.52,1490.5568450212008
10030,12,5,1054.04,210.808,89,4,3,3,433,Loyal Customers,0.015589344935619451,3564.4717050179215,1054.04,8182.983410035843
10031,20,11,2850.63,259.14818181818185,342,4,4,4,444,Champions,0.0015552936260345386,1357.0185704321366,2850.63,5564.667140864273
10032,57,5,1190.99,238.198,243,2,3,3,233,Need Attention,0.08779621634027653,795.4860087846117,1190.99,2781.9620175692235
10033,77,7,1749.85,249.97857142857143,426,2,3,4,234,At Risk,0.14101796513729573,505.72906624493,1749.85,2761.30813248986
10034,302,1,3.6,3.6,302,2,1,1,211,About to Sleep,0.9964136069336618,0.40870336071717256,3.6,4.417406721434345
10035,2,24,7822.11,325.92125,506,5,5,5,555,Champions,0.0007515881853339888,3024.3609772095792,7822.11,13870.831954419158
10036,21,10,2442.4900000000002,244.24900000000002,232,3,4,4,344,Loyal Customers,0.003663231692255498,1385.517062680152,2442.4900000000002,5213.524125360304
10037,5,16,4600.68,287.5425,507,5,5,4,554,Champions,0.0008395647249234316,1948.4469618252676,4600.68,8497.573923650536
10038,452,1,135.20999999999998,135.20999999999998,452,1,1,1,111,Hibernating,0.9955260000069107,0.40870336071717256,135.20999999999998,136.02740672143432
10039,333,1,96.02,96.02,333,1,1,1,111,Hibernating,0.9966009412717992,0.40870336071717256,96.02,96.83740672143433
10040,7,6,2234.75,372.4583333333333,387,5,3,4,534,Loyal Customers,0.027031949597511935,473.5365049161748,2234.75,3181.8230098323497
10041,317,1,381.03000000000003,381.03000000000003,317,2,1,2,212,About to Sleep,0.9965732072313697,0.7051305259755917,381.03000000000003,382.4402610519512
10042,2,10,2184.27,218.427,562,5,4,4,544,Champions,0.017452017861935634,537.898126223407,2184.27,3260.066252446814
10043,601,1,384.06,384.06,601,1,1,2,112,Hibernating,0.9979444619122403,0.40870336071717256,384.06,384.87740672143434
10044,15,3,786.1500000000001,262.05,185,4,2,2,422,Potential Loyalists,0.15566845437914956,403.3182041413872,786.1500000000001,1592.7864082827746
10045,465,5,1293.73,258.746,704,1,3,3,133,Can't Lose Them,0.9497010919385115,0.40870336071717256,1293.73,1294.5474067214343
10046,50,8,1355.24,169.405,593,3,4,3,343,Loyal Customers,0.0412792110686007,455.2867366513027,1355.24,2265.8134733026054
10047,336,6,1597.22,266.2033333333333,545,1,3,4,134,Can't Lose Them,0.9746367693051212,0.40870336071717256,1597.22,1598.0374067214343
10048,2,14,4629.12,330.65142857142854,396,5,4,4,544,Champions,0.0007515881853339888,2051.7166282743874,4629.12,8732.553256548774
10049,49,11,1313.5700000000002,119.41545454545457,515,3,4,3,343,Loyal Customers,0.03265745495706384,699.7738870094274,1313.5700000000002,2713.117774018855
10050,17,21,8242.6,392.50476190476195,386,4,5,5,455,Champions,0.0007515881853339888,3956.8222030702805,8242.6,16156.244406140562
10051,126,5,1801.39,360.278,343,2,3,4,234,At Risk,0.9450502100275388,3.7704969620561224,1801.39,1808.9309939241123
10052,21,11,1173.67,106.69727272727273,473,3,4,3,343,Loyal Customers,0.016455054194574617,728.834390299072,1173.67,2631.338780598144
10053,47,3,800.0999999999999,266.7,250,3,2,3,323,Potential Loyalists,0.13093315264802607,395.4861518756418,800.0999999999999,1591.0723037512835
10054,29,24,8375.9,348.99583333333334,678,3,5,5,355,Loyal Customers,0.0008994247528262234,2507.386352514083,8375.9,13390.672705028166
10055,4,25,8678.14,347.12559999999996,373,5,5,5,555,Champions,0.0007515881853339888,4050.939387739306,8678.14,16780.01877547861
10056,502,1,42.05,42.05,502,1,1,1,111,Hibernating,0.9973495675247948,0.40870336071717256,42.05,42.86740672143434
10057,17,3,455.69,151.89666666666668,83,4,2,2,422,Potential Loyalists,0.044285841603445564,1058.3143870187366,455.69,2572.3187740374733
10058,42,15,3227.02,215.13466666666667,690,3,5,4,354,Loyal Customers,0.034427455408481,819.6548990968465,3227.02,4866.329798193693
10059,478,1,408.46,408.46,478,1,1,2,112,Hibernating,0.9971565831243615,0.40870336071717256,408.46,409.2774067214343
10060,327,6,1766.47,294.4116666666667,575,2,3,4,234,At Risk,0.9317395554112603,4.038693849722306,1766.47,1774.5473876994447
10061,614,1,314.95000000000005,314.95000000000005,614,1,1,2,112,Hibernating,0.996379470693282,0.40870336071717256,314.95000000000005,315.7674067214344
10062,508,1,66.08,66.08,508,1,1,1,111,Hibernating,0.9940632962238805,0.7051305259755917,66.08,67.49026105195118
10063,19,2,352.19,176.095,32,4,2,2,422,Potential Loyalists,0.0599703394281662,1063.853900160222,352.19,2479.8978003204443
10064,13,18,6874.33,381.90722222222223,469,4,5,5,455,Champions,0.001225560788073715,2209.620579828757,6874.33,11293.571159657513
10065,6,3,1058.66,352.8866666666667,44,5,2,3,523,Potential Loyalists,0.02230544870889827,3891.8315380998097,1058.66,8842.32307619962
10066,6,3,1795.72,598.5733333333334,70,5,2,4,524,Potential Loyalists,0.011968535117042357,2171.0175896041906,1795.72,6137.755179208381
10067,14,1,271.43,271.43,14,4,1,1,411,New Customers,0.12673614741177375,804.7237091530296,271.43,1880.8774183060593
10068,18,32,13449.95,420.3109375,614,4,5,5,455,Champions,0.0007515881853339888,3992.5280791768546,13449.95,21435.00615835371
10069,28,2,675.38,337.69,71,3,2,2,322,Potential Loyalists,0.08205866003422947,746.1470211049527,675.38,2167.6740422099056
10070,413,1,344.78999999999996,344.78999999999996,413,1,1,2,112,Hibernating,0.9961781868256446,0.40870336071717256,344.78999999999996,345.6074067214343
10071,412,1,1617.26,1617.26,412,1,1,4,114,Hibernating,0.9947860836568491,0.7051305259755917,1617.26,1618.6702610519512
10072,18,1,223.35999999999999,223.35999999999999,18,4,1,1,411,New Customers,0.39521953826275824,678.1284138562883,223.35999999999999,1579.6168277125764
10073,224,3,400.66999999999996,133.55666666666664,347,2,2,2,222,Need Attention,0.9520517663194232,0.40870336071717256,400.66999999999996,401.4874067214343
10074,10,14,5594.79,399.6278571428571,654,4,4,5,445,Champions,0.018848917461739213,1108.6207887652856,5594.79,7812.031577530572
10075,319,4,991.5899999999999,247.89749999999998,483,2,2,3,223,Need Attention,0.9845670783119068,0.40870336071717256,991.5899999999999,992.4074067214343
10076,608,1,310.79999999999995,310.79999999999995,608,1,1,2,112,Hibernating,0.9971825571503355,0.40870336071717256,310.79999999999995,311.6174067214343
10077,484,6,1287.59,214.59833333333333,689,1,3,3,133,Can't Lose Them,0.9802406762397066,0.40870336071717256,1287.59,1288.4074067214342
10078,187,3,441.58000000000004,147.19333333333336,352,2,2,2,222,Need Attention,0.9554197509870871,0.40870336071717256,441.58000000000004,442.3974067214344
10079,719,1,3.14,3.14,719,1,1,1,111,Hibernating,0.9973495675247948,0.40870336071717256,3.14,3.9574067214343454
10080,26,5,2353.0,470.6,301,3,3,4,334,Loyal Customers,0.02745728519954783,478.89188654574775,2353.0,3310.7837730914953
10081,38,2,605.4300000000001,302.71500000000003,78,3,2,2,322,Potential Loyalists,0.05324991848599806,1202.2811530279441,605.4300000000001,3009.9923060558885
10082,3,5,794.6,158.92000000000002,288,5,3,2,532,Potential Loyalists,0.1426398912515071,458.7165092687675,794.6,1712.033018537535
10083,16,2,674.94,337.47,33,4,2,2,422,Potential Loyalists,0.028954020550980328,3364.0011976729897,674.94,7402.942395345979
10084,343,4,607.11,151.7775,575,1,2,2,122,At Risk,0.9595559581704346,0.40870336071717256,607.11,607.9274067214344
10085,27,2,333.44,166.72,57,3,2,2,322,Potential Loyalists,0.08056418691478165,1055.2915291086642,333.44,2444.0230582173285
10086,55,4,622.28,155.57,236,2,2,2,222,Need Attention,0.11934143220898724,536.8674139738744,622.28,1696.0148279477487
10087,457,1,179.38,179.38,457,1,1,1,111,Hibernating,0.996379470693282,0.40870336071717256,179.38,180.19740672143433
10088,1,4,1586.78,396.695,50,5,2,3,523,Potential Loyalists,0.017791984804870712,3674.417304322554,1586.78,8935.614608645108
10089,11,2,381.63,190.815,60,4,2,2,422,Potential Loyalists,0.06498117636744352,822.6025425409155,381.63,2026.835085081831
10090,415,5,1283.75,256.75,643,1,3,3,133,Can't Lose Them,0.9824429261633949,0.40870336071717256,1283.75,1284.5674067214343
10091,12,27,10302.83,381.58629629629627,482,4,5,5,455,Champions,0.0007515881853339888,3958.596356773984,10302.83,18220.02271354797
10092,32,1,84.35,84.35,32,3,1,1,311,Promising,0.2771466762465704,577.8645995038661,84.35,1240.079199007732
10093,62,7,995.18,142.16857142857143,343,2,3,3,233,Need Attention,0.1991130663001986,652.2635684012706,995.18,2299.7071368025413
10094,269,4,1252.4299999999998,313.10749999999996,399,2,2,3,223,Need Attention,0.9871272536181409,0.40870336071717256,1252.4299999999998,1253.2474067214341
10095,4,8,1687.05,210.88125,368,5,4,4,544,Champions,0.010108482809570617,687.9843628335315,1687.05,3063.018725667063
10096,383,1,31.259999999999998,31.259999999999998,383,1,1,1,111,Hibernating,0.9953515493368295,0.40870336071717256,31.259999999999998,32.07740672143434
10097,22,7,1044.97,149.28142857142856,445,3,3,3,333,Loyal Customers,0.0265955124008166,477.8549524773877,1044.97,2000.6799049547753
10098,449,1,98.32,98.32,449,1,1,1,111,Hibernating,0.9955236226932752,0.40870336071717256,98.32,99.13740672143433
10099,5,12,2768.42,230.70166666666668,721,5,4,4,544,Champions,0.02827716203566333,569.7306284232872,2768.42,3907.8812568465746
10100,319,4,925.86,231.465,536,2,2,3,223,Need Attention,0.9567750040570975,0.40870336071717256,925.86,926.6774067214344
10101,231,1,291.72,291.72,231,2,1,1,211,About to Sleep,0.996056729335766,0.40870336071717256,291.72,292.53740672143437
10102,90,7,894.14,127.73428571428572,485,2,3,3,233,Need Attention,0.33072757388280216,442.546507833995,894.14,1779.23301566799
10103,229,1,70.25,70.25,229,2,1,1,211,About to Sleep,0.9958090091252423,0.40870336071717256,70.25,71.06740672143434
10104,16,15,5471.32,364.75466666666665,273,4,5,5,455,Champions,0.0008313213296702391,4066.9806522016197,5471.32,13605.28130440324
10105,591,2,626.48,313.24,714,1,2,2,122,At Risk,0.9827022741606788,0.40870336071717256,626.48,627.2974067214344
10106,18,2,752.6,376.3,40,4,2,2,422,Potential Loyalists,0.02692648212735546,2711.7248628236393,752.6,6176.049725647279
10107,482,1,51.95,51.95,482,1,1,1,111,Hibernating,0.9954730068267081,0.40870336071717256,51.95,52.76740672143435
10108,31,21,9798.77,466.60809523809525,418,3,5,5,355,Loyal Customers,0.0008994247528262234,4154.564705984505,9798.77,18107.89941196901
10109,6,2,535.18,267.59,17,5,2,2,522,Potential Loyalists,0.030495052540503265,1974.90294620371,535.18,4484.98589240742
10110,354,1,111.92,111.92,354,1,1,1,111,Hibernating,0.9950644615453723,0.40870336071717256,111.92,112.73740672143434
10111,9,6,1339.6,223.26666666666665,247,5,3,3,533,Loyal Customers,0.030291859795811865,776.059774513033,1339.6,2891.7195490260656
10112,71,6,1400.83,233.47166666666666,379,2,3,3,233,Need Attention,0.18328915293560907,517.0948432022644,1400.83,2435.019686404529
10113,147,7,1544.92,220.70285714285714,393,2,3,3,233,Need Attention,0.9856901124406621,0.40870336071717256,1544.92,1545.7374067214344
10114,1,59,43728.48,741.1606779661017,454,5,5,5,555,Champions,0.0007515881853339888,12688.852442403331,43728.48,69106.18488480666
10115,333,2,887.3299999999999,443.66499999999996,418,1,2,3,123,At Risk,0.9782188275142736,0.40870336071717256,887.3299999999999,888.1474067214343
10116,534,1,31.72,31.72,534,1,1,1,111,Hibernating,0.9968880290632564,0.40870336071717256,31.72,32.537406721434344
10117,151,6,2334.3,389.05,408,2,3,4,234,At Risk,0.9334360313653591,3.6939184008934296,2334.3,2341.687836801787
10118,305,4,477.14,119.285,542,2,2,2,222,Need Attention,0.9251937228497377,3.7829313497223063,477.14,484.7058626994446
10119,33,10,3269.2400000000002,326.92400000000004,448,3,4,4,344,Loyal Customers,0.006250090070620369,786.370718658311,3269.2400000000002,4841.981437316623
10120,27,6,2490.91,415.15166666666664,194,3,3,4,334,Loyal Customers,0.0052211081159417114,2053.003628470302,2490.91,6596.917256940604
10121,1,8,1667.27,208.40875,442,5,4,4,544,Champions,0.030767642512444807,428.35411051567195,1667.27,2523.9782210313438
10122,336,5,179.23,35.846,533,1,3,1,131,Hibernating,0.9667054088364918,0.40870336071717256,179.23,180.04740672143433
10123,256,9,1794.47,199.38555555555556,548,2,4,4,244,At Risk,0.9579644857256633,0.6644658607171726,1794.47,1795.7989317214344
10124,602,1,33.47,33.47,602,1,1,1,111,Hibernating,0.9973495675247948,0.40870336071717256,33.47,34.287406721434344
10125,432,1,172.47000000000003,172.47000000000003,432,1,1,1,111,Hibernating,0.9864019152114157,0.40870336071717256,172.47000000000003,173.28740672143437
10126,18,9,1327.21,147.46777777777777,602,4,4,3,443,Loyal Customers,0.016168833324329127,480.51973665029334,1327.21,2288.249473300587
10127,229,1,245.25,245.25,229,2,1,1,211,About to Sleep,0.996056729335766,0.40870336071717256,245.25,246.06740672143434
10128,59,8,2984.2400000000002,373.03000000000003,626,2,4,4,244,At Risk,0.04134858484908571,638.104170806129,2984.2400000000002,4260.448341612258
10129,18,1,368.38,368.38,18,4,1,2,412,New Customers,0.09204694544808911,788.7550900871043,368.38,1945.8901801742086
10130,440,1,60.48,60.48,440,1,1,1,111,Hibernating,0.9940632962238805,0.7051305259755917,60.48,61.89026105195118
10131,8,15,5567.36,371.1573333333333,251,5,5,5,555,Champions,0.0008313213296702391,3977.4743420883196,5567.36,13522.308684176638
10132,132,2,1217.32,608.66,241,2,2,3,223,Need Attention,0.9254596703791654,3.514734462056123,1217.32,1224.3494689241122
10133,27,22,8587.41,390.33681818181816,679,3,5,5,355,Loyal Customers,0.0008994247528262234,2122.1744462156344,8587.41,12831.75889243127
10134,31,10,2012.68,201.268,473,3,4,4,344,Loyal Customers,0.17991551019213592,766.1579498228779,2012.68,3544.995899645756
10135,242,1,0.0,0.0,242,2,1,1,211,About to Sleep,0.8835728041317149,0.40870336071717256,0.0,0.8174067214343451
10136,3,9,2892.5099999999998,321.39,321,5,4,4,544,Champions,0.007598706711755061,1523.2179113631605,2892.5099999999998,5938.94582272632
10137,16,23,8826.15,383.745652173913,677,4,5,5,455,Champions,0.0007515881853339888,2130.2259422372344,8826.15,13086.601884474469
10138,576,1,295.35,295.35,576,1,1,1,111,Hibernating,0.9954266870848495,0.7051305259755917,295.35,296.7602610519512
10139,39,9,1673.72,185.9688888888889,579,3,4,4,344,Loyal Customers,0.0269765418723548,511.8114054745649,1673.72,2697.3428109491297
10140,288,3,166.16,55.38666666666666,420,2,2,1,221,Hibernating,0.9842146664810473,0.40870336071717256,166.16,166.97740672143433
10141,2,34,13752.56,404.4870588235294,610,5,5,5,555,Champions,0.0007515881853339888,4060.354973794385,13752.56,21873.26994758877
10142,27,7,1435.52,205.0742857142857,305,3,3,3,333,Loyal Customers,0.03982915591526173,755.6679293911747,1435.52,2946.855858782349
10143,30,15,6449.610000000001,429.97400000000005,500,3,5,5,355,Loyal Customers,0.0008994247528262234,2253.97474672124,6449.610000000001,10957.55949344248
10144,15,3,674.16,224.72,196,4,2,2,422,Potential Loyalists,0.14446391581403278,395.86491370597753,674.16,1465.8898274119551
10145,25,12,4795.17,399.5975,427,3,4,4,344,Loyal Customers,0.02586646645073186,1426.892730610977,4795.17,7648.9554612219545
10146,3,14,7074.3,505.3071428571429,292,5,4,5,545,Champions,0.000784482922176094,3102.3081760175573,7074.3,13278.916352035114
10147,4,19,6493.41,341.75842105263155,419,5,5,5,555,Champions,0.0007515881853339888,2877.392727774246,6493.41,12248.195455548492
10148,7,24,7240.76,301.6983333333333,670,5,5,5,555,Champions,0.0007515881853339888,2142.176555769666,7240.76,11525.113111539333
10149,630,1,20.11,20.11,630,1,1,1,111,Hibernating,0.9973495675247948,0.40870336071717256,20.11,20.927406721434345
10150,4,12,2553.5099999999998,212.7925,519,5,4,4,544,Champions,0.007597780845366215,819.6922129555576,2553.5099999999998,4192.894425911115
10151,17,17,5854.87,344.4041176470588,461,4,5,5,455,Champions,0.0007515881853339888,2452.125163884045,5854.87,10759.12032776809
10152,648,1,235.86,235.86,648,1,1,1,111,Hibernating,0.996056729335766,0.40870336071717256,235.86,236.67740672143435
10153,14,24,6980.86,290.8691666666667,571,4,5,5,455,Champions,0.0008395647249234316,2814.27896330526,6980.86,12609.41792661052
10154,5,58,39854.53,687.1470689655172,486,5,5,5,555,Champions,0.0007515881853339888,12285.44369605328,39854.53,64425.41739210656
10155,39,12,3079.66,256.6383333333333,554,3,4,4,344,Loyal Customers,0.007349648930132271,783.2483366994297,3079.66,4646.156673398859
10156,571,1,116.71,116.71,571,1,1,1,111,Hibernating,0.9966518278214802,0.40870336071717256,116.71,117.52740672143433
10157,421,8,1481.06,185.1325,729,1,4,3,143,Can't Lose Them,0.9797208791361568,0.40870336071717256,1481.06,1481.8774067214342
10158,188,2,201.22,100.61,250,2,2,1,221,Hibernating,0.9759267101270797,0.40870336071717256,201.22,202.03740672143434
10159,33,7,758.19,108.31285714285715,436,3,3,2,332,Potential Loyalists,0.07866057188018882,493.02382371377644,758.19,1744.237647427553
10160,168,3,739.6800000000001,246.56000000000003,267,2,2,2,222,Need Attention,0.987356991848006,0.40870336071717256,739.6800000000001,740.4974067214345
10161,18,8,2437.91,304.73875,461,4,4,4,444,Champions,0.006151463783312947,547.6167739904507,2437.91,3533.1435479809015
10162,529,1,144.3,144.3,529,1,1,1,111,Hibernating,0.9951556296365404,0.40870336071717256,144.3,145.11740672143435
10163,25,11,4280.8,389.1636363636364,296,3,4,4,344,Loyal Customers,0.000784482922176094,2454.042153886601,4280.8,9188.884307773202
10164,41,8,2847.13,355.89125,614,3,4,4,344,Loyal Customers,0.028930971348623977,500.3721777448006,2847.13,3847.8743554896014
10165,13,3,790.47,263.49,72,4,2,2,422,Potential Loyalists,0.03165108772206919,1240.2101701633283,790.47,3270.8903403266568
10166,9,41,28297.63,690.1860975609757,459,5,5,5,555,Champions,0.0007515881853339888,10469.727730694296,28297.63,49237.08546138859
10167,524,2,304.25,152.125,586,1,2,2,122,At Risk,0.9875370674581556,0.40870336071717256,304.25,305.06740672143434
10168,99,5,355.62,71.124,417,2,3,2,232,Need Attention,0.48954431907731094,210.09717160953664,355.62,775.8143432190733
10169,19,1,699.61,699.61,19,4,1,2,412,New Customers,0.05478332960245419,1703.3820381385376,699.61,4106.374076277075
10170,220,4,666.34,166.585,436,2,2,2,222,Need Attention,0.9776093530692715,0.40870336071717256,666.34,667.1574067214344
10171,3,6,1879.25,313.2083333333333,420,5,3,4,534,Loyal Customers,0.02363533618366818,436.06290269862933,1879.25,2751.375805397259
10172,453,1,114.11,114.11,453,1,1,1,111,Hibernating,0.9970624797333376,0.40870336071717256,114.11,114.92740672143434
10173,80,3,261.97,87.32333333333334,219,2,2,1,221,Hibernating,0.1702332512290716,320.0883841759158,261.97,902.1467683518316
10174,283,1,150.37,150.37,283,2,1,1,211,About to Sleep,0.9966921093629673,0.40870336071717256,150.37,151.18740672143434
10175,8,2,255.52,127.76,36,5,2,1,521,Hibernating,0.08706554891669827,1039.7525014811017,255.52,2335.0250029622034
10176,9,26,18971.55,729.675,401,5,5,5,555,Champions,0.0007515881853339888,6712.726620804174,18971.55,32397.00324160835
10177,475,1,133.48000000000002,133.48000000000002,475,1,1,1,111,Hibernating,0.9955260000069107,0.40870336071717256,133.48000000000002,134.29740672143436
10178,464,4,967.0500000000001,241.76250000000002,705,1,2,3,123,At Risk,0.9697087651550362,0.40870336071717256,967.0500000000001,967.8674067214345
10179,3,10,2505.81,250.581,710,5,4,4,544,Champions,0.022493130052403196,528.5896850533811,2505.81,3562.989370106762
10180,456,1,224.92000000000002,224.92000000000002,456,1,1,1,111,Hibernating,0.9961781868256446,0.40870336071717256,224.92000000000002,225.73740672143435
10181,16,16,4848.78,303.04875,690,4,5,4,454,Champions,0.008435364120103686,1063.1281286824574,4848.78,6975.0362573649145
10182,9,48,31201.42,650.0295833333333,552,5,5,5,555,Champions,0.0007515881853339888,10058.092394160563,31201.42,51317.60478832113
10183,31,1,230.78,230.78,31,3,1,1,311,Promising,0.18604451385926296,709.1329628318272,230.78,1649.0459256636543
10184,19,5,1873.52,374.704,200,4,3,4,434,Loyal Customers,0.030765643657763037,885.7046659256499,1873.52,3644.9293318513
10185,175,6,427.06,71.17666666666666,447,2,3,2,232,Need Attention,0.987277313851123,0.40870336071717256,427.06,427.87740672143434
10186,74,4,623.86,155.965,285,2,2,2,222,Need Attention,0.16794732780707183,392.84710241549635,623.86,1409.5542048309926
10187,27,4,604.9200000000001,151.23000000000002,228,3,2,2,322,Potential Loyalists,0.1220237294881286,471.28119029026726,604.9200000000001,1547.4823805805345
10188,53,5,956.29,191.25799999999998,250,2,3,3,233,Need Attention,0.0723907320398495,797.1206502144017,956.29,2550.5313004288037
10189,403,1,8.54,8.54,403,1,1,1,111,Hibernating,0.9973495675247948,0.40870336071717256,8.54,9.357406721434344
10190,8,40,14752.0,368.8,624,5,5,5,555,Champions,0.0007515881853339888,4213.912604472125,14752.0,23179.82520894425
10191,329,5,1090.01,218.002,567,1,3,3,133,Can't Lose Them,0.9751086756522221,0.40870336071717256,1090.01,1090.8274067214343
10192,10,21,7629.72,363.32,436,4,5,5,455,Champions,0.0007515881853339888,3354.9598258320707,7629.72,14339.639651664142
10193,17,4,315.25,78.8125,321,4,2,2,422,Potential Loyalists,0.16124325538921713,405.0735355722499,315.25,1125.3970711445
10194,21,1,203.24,203.24,21,3,1,1,311,Promising,0.24559815594939685,658.961840045533,203.24,1521.163680091066
10195,5,42,18407.07,438.2635714285714,694,5,5,5,555,Champions,0.0007515881853339888,5611.6172133078935,18407.07,29630.30442661579
10196,164,3,641.74,213.91333333333333,266,2,2,2,222,Need Attention,0.9583922661487488,0.7051305259755917,641.74,643.1502610519512
10197,168,4,1911.27,477.8175,400,2,2,4,224,At Risk,0.9511355353475116,0.6644658607171726,1911.27,1912.5989317214344
10198,26,1,319.62,319.62,26,3,1,2,312,Promising,0.11275839932813364,810.2130045409424,319.62,1940.0460090818847
10199,5,18,3261.5099999999998,181.195,730,5,5,4,554,Champions,0.006756290525405844,798.5499176756747,3261.5099999999998,4858.609835351349
10200,176,3,808.53,269.51,258,2,2,3,223,Need Attention,0.9674765678676135,0.40870336071717256,808.53,809.3474067214344
10201,15,9,1757.16,195.24,201,4,4,4,444,Champions,0.030867681808514937,1099.5243660127153,1757.16,3956.2087320254304
10202,17,23,8475.99,368.52130434782606,361,4,5,5,455,Champions,0.0007515881853339888,4043.7624759262876,8475.99,16563.514951852576
10203,4,4,624.58,156.145,221,5,2,2,522,Potential Loyalists,0.11992579738534312,449.96473960342587,624.58,1524.5094792068517
10204,369,7,956.1800000000001,136.59714285714287,679,1,3,3,133,Can't Lose Them,0.9815610290407817,0.40870336071717256,956.1800000000001,956.9974067214345
10205,4,4,529.29,132.3225,75,5,2,2,522,Potential Loyalists,0.04184984648190686,1114.761409492328,529.29,2758.812818984656
10206,200,4,490.77000000000004,122.69250000000001,437,2,2,2,222,Need Attention,0.9640158425114305,0.40870336071717256,490.77000000000004,491.5874067214344
10207,7,4,524.02,131.005,76,5,2,2,522,Potential Loyalists,0.04184984648190686,1179.106849348152,524.02,2882.233698696304
10208,34,15,4143.75,276.25,702,3,5,4,354,Loyal Customers,0.005870031140132275,874.0867913831166,4143.75,5891.923582766233
10209,486,1,99.33000000000001,99.33000000000001,486,1,1,1,111,Hibernating,0.9970624797333376,0.40870336071717256,99.33000000000001,100.14740672143435
10210,6,43,29291.86,681.206046511628,569,5,5,5,555,Champions,0.0007515881853339888,7407.403556087845,29291.86,44106.66711217569
